"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days SO2","Days PM2.5","Days PM10"
"Indiana","Sullivan",2019,116,99,17,0,0,0,0,78,52,31,0,0,0,0,116,0
"Indiana","Tippecanoe",2019,351,284,67,0,0,0,0,75,55,33,0,0,0,0,351,0
"Indiana","Vanderburgh",2019,365,296,69,0,0,0,0,90,55,41,0,1,220,0,144,0
"Indiana","Vigo",2019,365,238,126,1,0,0,0,102,64,45,0,0,184,0,181,0
"Indiana","Wabash",2019,351,319,32,0,0,0,0,97,50,37,0,0,351,0,0,0
"Indiana","Warrick",2019,365,337,28,0,0,0,0,93,50,36,0,0,365,0,0,0
"Indiana","Whitley",2019,352,285,67,0,0,0,0,90,55,33,0,0,0,0,352,0
"Iowa","Black Hawk",2019,363,296,67,0,0,0,0,83,58,31,0,0,0,0,363,0
"Iowa","Bremer",2019,243,228,15,0,0,0,0,90,46,37,0,0,243,0,0,0
"Iowa","Cerro Gordo",2019,118,118,0,0,0,0,0,38,27,15,0,0,0,0,0,118
"Iowa","Clinton",2019,364,268,96,0,0,0,0,89,61,42,0,0,155,0,209,0
"Iowa","Harrison",2019,241,222,19,0,0,0,0,97,50,38,0,0,241,0,0,0
"Iowa","Johnson",2019,364,278,86,0,0,0,0,91,60,35,0,0,0,0,364,0
"Iowa","Lee",2019,120,101,19,0,0,0,0,70,58,29,0,0,0,0,120,0
"Iowa","Linn",2019,365,287,78,0,0,0,0,84,60,39,0,0,175,4,186,0
"Iowa","Montgomery",2019,364,313,51,0,0,0,0,77,53,37,0,0,204,0,160,0
"Iowa","Muscatine",2019,365,300,65,0,0,0,0,92,57,32,0,0,0,10,354,1
"Iowa","Palo Alto",2019,364,305,59,0,0,0,0,93,55,38,0,0,187,0,177,0
"Iowa","Polk",2019,365,306,59,0,0,0,0,100,55,39,0,3,246,0,116,0
"Iowa","Pottawattamie",2019,130,111,19,0,0,0,0,70,53,29,0,0,0,0,112,18
"Iowa","Scott",2019,365,222,141,2,0,0,0,112,67,45,0,0,125,0,154,86
"Iowa","Van Buren",2019,361,310,51,0,0,0,0,97,54,37,0,1,192,0,167,1
"Iowa","Woodbury",2019,118,105,13,0,0,0,0,81,52,28,0,0,0,0,118,0
"Kansas","Chase",2019,60,55,4,1,0,0,0,113,50,22,0,0,0,0,60,0
"Kansas","Ford",2019,304,301,3,0,0,0,0,54,31,15,0,0,0,0,0,304
"Kansas","Johnson",2019,362,336,26,0,0,0,0,77,47,36,0,0,282,0,80,0
"Kansas","Leavenworth",2019,362,347,15,0,0,0,0,97,45,33,0,0,362,0,0,0
"Kansas","Neosho",2019,365,282,82,1,0,0,0,119,57,40,0,0,184,0,178,3
"Kansas","Sedgwick",2019,365,313,52,0,0,0,0,97,54,39,0,9,297,0,55,4
"Kansas","Shawnee",2019,365,294,70,0,1,0,0,158,58,41,0,0,191,0,174,0
"Kansas","Sherman",2019,358,354,4,0,0,0,0,58,31,12,0,0,0,0,0,358
"Kansas","Sumner",2019,365,317,48,0,0,0,0,97,54,39,0,4,274,0,77,10
"Kansas","Trego",2019,364,342,21,0,1,0,0,152,48,36,0,0,299,0,63,2
"Kansas","Wyandotte",2019,365,291,73,1,0,0,0,137,58,41,0,25,198,0,141,1
"Kentucky","Bell",2019,263,243,20,0,0,0,0,77,49,39,0,0,234,0,29,0
"Kentucky","Boone",2019,239,222,17,0,0,0,0,80,49,39,0,0,239,0,0,0
"Kentucky","Boyd",2019,365,313,52,0,0,0,0,74,53,39,0,11,192,0,160,2
"Kentucky","Bullitt",2019,243,214,29,0,0,0,0,93,51,41,0,0,243,0,0,0
"Kentucky","Campbell",2019,363,299,63,1,0,0,0,108,56,40,0,21,189,1,152,0
"Kentucky","Carter",2019,285,278,7,0,0,0,0,67,46,36,0,0,231,0,53,1
"Kentucky","Christian",2019,278,251,27,0,0,0,0,77,50,39,0,0,215,0,63,0
"Kentucky","Daviess",2019,364,282,81,1,0,0,0,101,60,43,0,1,192,4,167,0
"Kentucky","Edmonson",2019,365,290,75,0,0,0,0,77,56,41,0,0,231,0,134,0
"Kentucky","Fayette",2019,364,307,57,0,0,0,0,80,54,42,0,12,182,0,170,0
"Kentucky","Greenup",2019,362,357,5,0,0,0,0,58,44,31,0,0,242,120,0,0
"Kentucky","Hancock",2019,245,208,37,0,0,0,0,84,54,42,0,0,245,0,0,0
"Kentucky","Hardin",2019,363,318,45,0,0,0,0,71,53,39,0,0,182,0,181,0
"Kentucky","Henderson",2019,363,310,43,10,0,0,0,120,55,3,0,0,0,317,46,0
"Kentucky","Jefferson",2019,365,200,163,2,0,0,0,136,70,49,0,10,164,0,191,0
"Kentucky","Jessamine",2019,364,340,24,0,0,0,0,67,49,35,0,0,245,119,0,0
"Kentucky","Livingston",2019,261,237,24,0,0,0,0,77,50,41,0,0,242,0,0,19
"Kentucky","McCracken",2019,361,260,101,0,0,0,0,97,59,44,0,2,161,0,197,1
"Kentucky","Morgan",2019,356,341,15,0,0,0,0,80,47,36,0,0,356,0,0,0
"Kentucky","Oldham",2019,242,203,38,1,0,0,0,105,58,42,0,0,242,0,0,0
"Kentucky","Perry",2019,353,306,47,0,0,0,0,87,53,39,0,0,181,0,172,0
"Kentucky","Pike",2019,361,341,20,0,0,0,0,67,48,36,0,0,184,0,177,0
"Kentucky","Pulaski",2019,282,267,15,0,0,0,0,63,49,40,0,0,223,0,59,0
"Kentucky","Simpson",2019,244,222,22,0,0,0,0,67,50,40,0,0,244,0,0,0
"Kentucky","Trigg",2019,353,328,25,0,0,0,0,87,49,37,0,0,353,0,0,0
"Kentucky","Warren",2019,348,295,53,0,0,0,0,73,54,40,0,0,170,0,178,0
"Kentucky","Washington",2019,364,331,33,0,0,0,0,80,50,39,0,0,364,0,0,0
"Louisiana","Ascension",2019,361,319,41,1,0,0,0,101,54,33,0,7,354,0,0,0
"Louisiana","Bossier",2019,357,324,33,0,0,0,0,84,50,34,0,0,223,0,125,9
"Louisiana","Caddo",2019,356,296,60,0,0,0,0,80,55,37,0,0,278,0,78,0
"Louisiana","Calcasieu",2019,365,239,126,0,0,0,0,90,63,45,0,1,133,4,227,0
"Louisiana","East Baton Rouge",2019,365,260,103,2,0,0,0,108,68,42,0,8,177,1,179,0
"Louisiana","Iberville",2019,365,306,55,4,0,0,0,119,58,37,0,1,316,0,48,0
"Louisiana","Jefferson",2019,365,310,55,0,0,0,0,84,54,38,0,6,268,0,91,0
"Louisiana","Lafayette",2019,365,283,82,0,0,0,0,84,57,41,0,0,206,0,159,0
"Louisiana","Lafourche",2019,360,273,85,2,0,0,0,126,58,41,0,0,155,0,205,0
"Louisiana","Livingston",2019,365,279,86,0,0,0,0,97,60,41,0,0,180,0,185,0
"Louisiana","Orleans",2019,365,327,38,0,0,0,0,89,51,29,0,95,0,0,256,14
"Louisiana","Ouachita",2019,363,335,28,0,0,0,0,71,49,34,0,0,321,0,42,0
"Louisiana","Pointe Coupee",2019,351,322,26,3,0,0,0,112,49,33,0,0,351,0,0,0
"Louisiana","Rapides",2019,119,107,12,0,0,0,0,71,52,30,0,0,0,0,119,0
"Louisiana","St. Bernard",2019,365,251,112,2,0,0,0,112,60,44,0,0,148,16,201,0
"Louisiana","St. Charles",2019,362,350,12,0,0,0,0,90,26,3,0,0,0,362,0,0
"Louisiana","St. James",2019,365,350,15,0,0,0,0,97,46,28,0,0,359,6,0,0
"Louisiana","St. John the Baptist",2019,364,334,30,0,0,0,0,93,48,33,0,0,364,0,0,0
"Louisiana","St. Martin",2019,355,330,25,0,0,0,0,80,48,34,0,0,355,0,0,0
"Louisiana","St. Tammany",2019,363,306,57,0,0,0,0,84,56,37,0,0,236,0,127,0
"Louisiana","Tangipahoa",2019,117,104,13,0,0,0,0,64,52,30,0,0,0,0,117,0
"Louisiana","Terrebonne",2019,120,108,12,0,0,0,0,70,51,28,0,0,0,0,120,0
"Louisiana","West Baton Rouge",2019,365,289,76,0,0,0,0,100,59,39,0,10,162,1,192,0
"Maine","Androscoggin",2019,361,345,16,0,0,0,0,72,44,31,0,0,199,0,159,3
"Maine","Aroostook",2019,365,340,23,1,1,0,0,174,47,34,0,0,264,0,100,1
"Maine","Cumberland",2019,365,314,51,0,0,0,0,100,54,39,0,0,169,0,192,4
"Maine","Hancock",2019,365,347,17,1,0,0,0,105,48,36,2,0,343,0,19,1
"Maine","Kennebec",2019,361,356,5,0,0,0,0,67,44,28,0,129,211,0,21,0
"Maine","Knox",2019,213,204,9,0,0,0,0,84,47,36,0,0,213,0,0,0
"Maine","Oxford",2019,334,323,11,0,0,0,0,68,44,30,0,0,175,0,159,0
"Maine","Penobscot",2019,361,348,13,0,0,0,0,72,45,31,0,0,207,0,146,8
"Maine","Washington",2019,363,360,3,0,0,0,0,71,45,34,0,0,363,0,0,0
"Maine","York",2019,231,216,14,1,0,0,0,115,48,38,0,0,231,0,0,0
"Maryland","Allegany",2019,365,332,21,11,1,0,0,152,43,1,0,0,0,365,0,0
"Maryland","Anne Arundel",2019,355,270,78,7,0,0,0,143,67,41,0,0,242,95,0,18
"Maryland","Baltimore",2019,365,263,93,9,0,0,0,150,71,43,0,20,266,1,78,0
"Maryland","Baltimore (City)",2019,363,268,89,6,0,0,0,126,62,42,0,29,197,0,137,0
"Maryland","Calvert",2019,232,214,18,0,0,0,0,71,49,39,0,0,232,0,0,0
"Maryland","Carroll",2019,241,205,35,1,0,0,0,101,54,43,0,0,241,0,0,0
"Maryland","Cecil",2019,361,290,68,3,0,0,0,150,58,39,0,0,228,0,133,0
"Maryland","Charles",2019,221,202,19,0,0,0,0,77,50,40,0,0,221,0,0,0
"Maryland","Dorchester",2019,365,304,58,3,0,0,0,126,55,41,0,0,329,0,36,0
"Maryland","Frederick",2019,243,198,44,1,0,0,0,112,58,44,0,0,243,0,0,0
"Maryland","Garrett",2019,365,345,20,0,0,0,0,71,49,37,2,0,270,0,93,0
"Maryland","Harford",2019,359,261,89,9,0,0,0,133,71,44,0,0,231,0,128,0
"Maryland","Howard",2019,365,319,46,0,0,0,0,79,52,30,0,129,0,0,236,0
"Maryland","Kent",2019,360,298,61,1,0,0,0,101,58,40,0,0,233,0,127,0
"Maryland","Montgomery",2019,361,313,48,0,0,0,0,86,52,39,0,0,220,0,141,0
"Maryland","Prince George's",2019,365,268,91,6,0,0,0,122,64,43,0,2,294,0,69,0
"Maryland","Washington",2019,360,313,47,0,0,0,0,92,54,40,0,0,214,0,146,0
"Massachusetts","Barnstable",2019,359,348,11,0,0,0,0,93,45,36,0,0,357,0,2,0
"Massachusetts","Berkshire",2019,364,320,44,0,0,0,0,87,52,37,0,0,247,0,117,0
"Massachusetts","Bristol",2019,364,323,41,0,0,0,0,97,51,40,0,0,296,0,68,0
"Massachusetts","Dukes",2019,352,331,17,4,0,0,0,126,48,38,0,0,344,0,8,0
"Massachusetts","Essex",2019,364,329,34,1,0,0,0,122,49,37,0,7,287,0,70,0
"Massachusetts","Franklin",2019,364,326,38,0,0,0,0,87,51,37,0,0,251,0,113,0
"Massachusetts","Hampden",2019,364,308,56,0,0,0,0,93,53,39,0,11,237,0,116,0
"Massachusetts","Hampshire",2019,364,332,32,0,0,0,0,93,49,38,0,1,288,0,75,0
"Massachusetts","Middlesex",2019,364,337,27,0,0,0,0,80,48,37,0,17,250,0,97,0
"Massachusetts","Norfolk",2019,362,352,10,0,0,0,0,100,44,34,0,13,349,0,0,0
"Massachusetts","Plymouth",2019,363,336,27,0,0,0,0,90,48,37,0,0,274,0,89,0
"Massachusetts","Suffolk",2019,365,310,55,0,0,0,0,87,53,38,1,41,136,0,187,0
"Massachusetts","Worcester",2019,365,314,51,0,0,0,0,93,54,40,1,12,221,0,131,0
"Michigan","Allegan",2019,276,227,45,4,0,0,0,115,61,38,0,0,241,0,35,0
"Michigan","Bay",2019,316,288,28,0,0,0,0,83,46,26,0,0,0,0,316,0
"Michigan","Benzie",2019,247,232,15,0,0,0,0,93,46,36,0,0,247,0,0,0
"Michigan","Berrien",2019,260,232,26,2,0,0,0,112,51,39,0,0,260,0,0,0
"Michigan","Cass",2019,255,229,26,0,0,0,0,90,51,39,0,0,255,0,0,0
"Michigan","Chippewa",2019,58,53,5,0,0,0,0,62,49,32,0,0,0,0,58,0
"Michigan","Clinton",2019,248,243,5,0,0,0,0,67,46,35,0,0,248,0,0,0
"Michigan","Genesee",2019,340,282,58,0,0,0,0,74,56,38,0,0,194,0,146,0
"Michigan","Huron",2019,259,250,9,0,0,0,0,90,46,36,0,0,259,0,0,0
"Michigan","Ingham",2019,365,331,34,0,0,0,0,75,49,35,0,9,233,0,123,0
"Michigan","Kalamazoo",2019,362,312,50,0,0,0,0,85,54,38,0,0,200,0,162,0
"Michigan","Kent",2019,365,310,55,0,0,0,0,90,54,36,3,0,257,0,101,4
"Michigan","Keweenaw",2019,59,59,0,0,0,0,0,25,15,8,0,0,0,0,59,0
"Michigan","Lenawee",2019,358,286,72,0,0,0,0,90,58,39,0,0,192,0,166,0
"Michigan","Macomb",2019,292,251,40,1,0,0,0,101,54,38,0,0,244,0,48,0
"Michigan","Manistee",2019,269,249,19,1,0,0,0,101,49,35,0,0,241,0,28,0
"Michigan","Mason",2019,254,244,10,0,0,0,0,64,46,35,0,0,254,0,0,0
"Michigan","Missaukee",2019,363,334,29,0,0,0,0,71,49,35,0,0,306,0,57,0
"Michigan","Monroe",2019,359,355,4,0,0,0,0,76,16,1,0,0,0,299,0,60
"Michigan","Muskegon",2019,262,236,25,1,0,0,0,133,50,38,0,0,262,0,0,0
"Michigan","Oakland",2019,293,246,45,2,0,0,0,122,58,38,0,0,242,0,51,0
"Michigan","Ottawa",2019,365,313,52,0,0,0,0,100,58,35,0,78,230,8,45,4
"Michigan","Schoolcraft",2019,363,346,17,0,0,0,0,90,45,31,0,0,243,0,120,0
"Michigan","St. Clair",2019,365,275,87,3,0,0,0,108,64,40,0,0,172,65,128,0
"Michigan","Tuscola",2019,355,345,10,0,0,0,0,77,46,33,0,0,355,0,0,0
"Michigan","Washtenaw",2019,365,292,73,0,0,0,0,88,58,40,0,0,241,0,124,0
"Michigan","Wayne",2019,365,155,200,10,0,0,0,142,77,53,0,7,73,20,253,12
"Michigan","Wexford",2019,340,322,18,0,0,0,0,74,46,34,0,0,340,0,0,0
"Minnesota","Anoka",2019,364,315,48,1,0,0,0,122,55,37,2,11,245,0,106,0
"Minnesota","Becker",2019,360,336,23,1,0,0,0,105,47,28,0,0,183,0,177,0
"Minnesota","Beltrami",2019,352,332,18,1,1,0,0,181,42,20,0,0,0,0,352,0
"Minnesota","Carlton",2019,356,346,10,0,0,0,0,80,44,27,0,0,218,0,138,0
"Minnesota","Cass",2019,350,332,17,1,0,0,0,125,33,13,0,0,0,0,350,0
"Minnesota","Cook",2019,334,325,9,0,0,0,0,78,30,17,0,0,0,0,334,0
"Minnesota","Crow Wing",2019,359,334,24,1,0,0,0,101,45,28,0,0,173,0,186,0
"Minnesota","Dakota",2019,365,306,59,0,0,0,0,89,56,28,0,71,0,1,293,0
"Minnesota","Goodhue",2019,216,203,13,0,0,0,0,97,48,37,0,0,216,0,0,0
"Minnesota","Hennepin",2019,365,245,120,0,0,0,0,94,62,42,0,12,58,0,175,120
"Minnesota","Lake",2019,362,342,20,0,0,0,0,81,44,27,0,0,151,0,173,38
"Minnesota","Lyon",2019,362,327,35,0,0,0,0,85,49,32,0,0,204,0,158,0
"Minnesota","Mille Lacs",2019,247,239,8,0,0,0,0,90,44,32,0,0,247,0,0,0
"Minnesota","Olmsted",2019,364,313,51,0,0,0,0,84,55,36,0,0,195,0,169,0
"Minnesota","Ramsey",2019,365,296,69,0,0,0,0,90,59,30,0,0,0,0,327,38
"Minnesota","Saint Louis",2019,365,328,36,1,0,0,0,101,51,34,0,0,253,0,100,12
"Minnesota","Scott",2019,365,314,51,0,0,0,0,93,52,36,0,0,247,0,118,0
"Minnesota","Stearns",2019,344,313,31,0,0,0,0,93,49,32,0,0,211,0,133,0
"Minnesota","Washington",2019,363,313,48,1,1,0,0,200,55,30,0,0,169,106,81,7
"Minnesota","Winona",2019,57,53,4,0,0,0,0,61,45,15,0,0,0,0,57,0
"Minnesota","Wright",2019,362,322,40,0,0,0,0,90,54,34,0,0,206,0,156,0
"Mississippi","Bolivar",2019,364,270,94,0,0,0,0,96,62,43,0,0,138,0,226,0
"Mississippi","DeSoto",2019,364,296,67,1,0,0,0,136,55,39,0,0,154,0,210,0
"Mississippi","Forrest",2019,358,298,60,0,0,0,0,75,55,35,0,0,0,0,358,0
"Mississippi","Hancock",2019,365,316,49,0,0,0,0,80,54,37,0,0,184,0,181,0
"Mississippi","Harrison",2019,363,284,79,0,0,0,0,97,59,41,0,0,136,0,227,0
"Mississippi","Hinds",2019,365,256,109,0,0,0,0,100,63,44,0,0,143,0,222,0
"Mississippi","Jackson",2019,365,289,75,1,0,0,0,105,58,39,0,1,155,0,209,0
"Mississippi","Lauderdale",2019,245,229,16,0,0,0,0,77,49,36,0,0,245,0,0,0
"Mississippi","Lee",2019,241,222,19,0,0,0,0,84,49,39,0,0,241,0,0,0
"Mississippi","Yalobusha",2019,348,334,14,0,0,0,0,71,45,33,0,0,348,0,0,0
"Missouri","Andrew",2019,245,227,18,0,0,0,0,80,49,40,0,0,245,0,0,0
"Missouri","Boone",2019,245,239,6,0,0,0,0,71,46,38,0,0,245,0,0,0
"Missouri","Buchanan",2019,365,295,70,0,0,0,0,82,57,33,0,0,0,0,278,87
"Missouri","Callaway",2019,245,238,7,0,0,0,0,71,47,39,0,0,245,0,0,0
"Missouri","Cass",2019,365,319,46,0,0,0,0,93,51,37,0,0,213,0,152,0
"Missouri","Cedar",2019,351,285,66,0,0,0,0,80,56,39,0,0,162,0,189,0
"Missouri","Clay",2019,365,295,70,0,0,0,0,90,59,40,0,0,225,0,140,0
"Missouri","Clinton",2019,245,213,32,0,0,0,0,87,54,42,0,0,245,0,0,0
"Missouri","Franklin",2019,364,361,3,0,0,0,0,64,14,1,0,0,0,364,0,0
"Missouri","Greene",2019,365,322,43,0,0,0,0,77,51,39,0,0,197,0,154,14
"Missouri","Iron",2019,365,338,27,0,0,0,0,99,44,17,0,0,0,365,0,0
"Missouri","Jackson",2019,365,265,100,0,0,0,0,93,60,38,0,46,0,0,265,54
"Missouri","Jasper",2019,365,324,40,1,0,0,0,108,51,37,0,0,220,0,0,145
"Missouri","Jefferson",2019,365,292,71,2,0,0,0,105,58,39,0,0,210,11,128,16
"Missouri","Lincoln",2019,245,223,22,0,0,0,0,100,50,40,0,0,245,0,0,0
"Missouri","Monroe",2019,365,357,8,0,0,0,0,71,45,35,0,0,365,0,0,0
"Missouri","New Madrid",2019,365,49,50,145,121,0,0,200,187,131,0,0,0,365,0,0
"Missouri","Perry",2019,245,224,21,0,0,0,0,87,50,40,0,0,245,0,0,0
"Missouri","Saint Charles",2019,365,319,41,4,1,0,0,151,54,36,0,0,241,124,0,0
"Missouri","Saint Louis",2019,365,264,98,3,0,0,0,143,65,43,0,8,180,0,177,0
"Missouri","Sainte Genevieve",2019,244,229,15,0,0,0,0,87,49,38,0,0,244,0,0,0
"Missouri","St. Louis City",2019,365,215,145,5,0,0,0,129,70,47,0,10,152,0,189,14
"Missouri","Stoddard",2019,48,46,2,0,0,0,0,56,40,21,0,0,0,0,48,0
"Missouri","Taney",2019,60,58,2,0,0,0,0,61,33,18,0,0,0,0,60,0
"Montana","Cascade",2019,363,350,12,1,0,0,0,106,38,21,0,0,0,0,363,0
"Montana","Fergus",2019,365,348,17,0,0,0,0,84,47,37,0,0,336,0,27,2
"Montana","Flathead",2019,365,302,62,1,0,0,0,103,58,37,0,0,234,0,102,29
"Montana","Gallatin",2019,365,337,28,0,0,0,0,91,47,25,4,22,0,0,339,0
"Montana","Lake",2019,39,39,0,0,0,0,0,37,15,7,0,0,0,0,39,0
"Montana","Lewis and Clark",2019,365,288,75,2,0,0,0,144,64,40,0,0,252,0,113,0
"Montana","Lincoln",2019,364,222,141,1,0,0,0,102,72,36,0,0,0,0,353,11
"Montana","Missoula",2019,365,224,137,3,1,0,0,152,76,40,0,0,2,0,362,1
"Montana","Phillips",2019,365,356,9,0,0,0,0,71,44,34,0,0,332,0,31,2
"Montana","Powder River",2019,361,329,31,1,0,0,0,145,50,38,0,0,309,0,39,13
"Montana","Powell",2019,52,52,0,0,0,0,0,48,16,6,0,0,0,0,52,0
"Montana","Ravalli",2019,364,329,35,0,0,0,0,74,48,14,0,0,0,0,364,0
"Montana","Richland",2019,365,339,26,0,0,0,0,93,48,37,0,0,307,0,51,7
"Montana","Roosevelt",2019,38,38,0,0,0,0,0,45,38,10,0,0,0,0,38,0
"Montana","Rosebud",2019,364,351,13,0,0,0,0,71,47,36,0,3,316,0,41,4
"Montana","Sanders",2019,364,329,35,0,0,0,0,94,50,25,0,0,0,0,345,19
"Montana","Sheridan",2019,51,50,1,0,0,0,0,51,29,14,0,0,0,0,51,0
"Montana","Silver Bow",2019,363,319,44,0,0,0,0,91,55,20,0,0,0,0,191,172
"Montana","Yellowstone",2019,362,357,4,0,1,0,0,157,34,21,0,0,0,77,285,0
"Nebraska","Cass",2019,348,348,0,0,0,0,0,46,26,13,0,0,0,0,0,348
"Nebraska","Douglas",2019,365,312,53,0,0,0,0,86,56,38,0,0,214,14,128,9
"Nebraska","Hall",2019,97,92,5,0,0,0,0,60,38,19,0,0,0,0,97,0
"Nebraska","Knox",2019,355,342,13,0,0,0,0,80,46,35,0,0,355,0,0,0
"Nebraska","Lancaster",2019,360,338,22,0,0,0,0,66,46,31,0,0,229,76,55,0
"Nebraska","Sarpy",2019,350,298,52,0,0,0,0,80,55,29,0,0,0,0,350,0
"Nebraska","Scotts Bluff",2019,113,110,3,0,0,0,0,70,34,19,0,0,0,0,113,0
"Nebraska","Thomas",2019,51,48,3,0,0,0,0,57,34,13,0,0,0,0,51,0
"Nebraska","Washington",2019,116,107,9,0,0,0,0,75,48,25,0,0,0,0,116,0
"Nevada","Carson City",2019,365,308,57,0,0,0,0,97,58,41,0,0,300,0,65,0
"Nevada","Churchill",2019,353,323,30,0,0,0,0,80,50,41,0,0,353,0,0,0
"Nevada","Clark",2019,365,154,206,5,0,0,0,122,87,54,1,20,252,0,84,8
"Nevada","Douglas",2019,356,346,10,0,0,0,0,62,40,13,0,0,0,0,356,0
"Nevada","Elko",2019,365,363,2,0,0,0,0,61,27,14,0,0,0,0,7,358
"Nevada","Lyon",2019,352,340,12,0,0,0,0,71,47,39,0,0,349,0,0,3
"Nevada","Nye",2019,365,352,12,1,0,0,0,146,31,15,0,0,0,0,0,365
"Nevada","Washoe",2019,365,244,121,0,0,0,0,97,64,46,0,4,294,0,62,5
"Nevada","White Pine",2019,362,294,67,1,0,0,0,101,61,44,0,0,361,0,1,0
"New Hampshire","Belknap",2019,316,308,8,0,0,0,0,74,44,31,0,0,181,0,135,0
"New Hampshire","Cheshire",2019,365,348,17,0,0,0,0,79,45,34,0,0,303,0,62,0
"New Hampshire","Coos",2019,324,314,10,0,0,0,0,64,47,40,0,0,305,0,19,0
"New Hampshire","Grafton",2019,365,352,13,0,0,0,0,60,44,33,0,0,311,0,54,0
"New Hampshire","Hillsborough",2019,365,353,12,0,0,0,0,80,46,37,0,0,356,0,9,0
"New Hampshire","Merrimack",2019,365,360,5,0,0,0,0,72,43,27,0,0,209,156,0,0
"New Hampshire","Rockingham",2019,365,343,21,1,0,0,0,112,47,37,0,0,316,0,49,0
"New Jersey","Atlantic",2019,365,328,36,1,0,0,0,105,51,37,0,0,262,0,103,0
"New Jersey","Bergen",2019,365,228,132,5,0,0,0,150,71,44,0,58,96,0,211,0
"New Jersey","Camden",2019,365,240,120,5,0,0,0,126,67,44,0,19,202,0,144,0
"New Jersey","Cumberland",2019,361,297,61,3,0,0,0,105,58,40,0,2,268,0,91,0
"New Jersey","Essex",2019,365,265,100,0,0,0,0,100,62,41,0,85,160,0,120,0
"New Jersey","Gloucester",2019,280,242,37,1,0,0,0,133,54,37,0,0,226,0,54,0
"New Jersey","Hudson",2019,365,268,97,0,0,0,0,92,61,41,0,105,136,0,124,0
"New Jersey","Hunterdon",2019,362,295,66,1,0,0,0,108,58,39,0,0,271,0,91,0
"New Jersey","Mercer",2019,365,280,83,2,0,0,0,136,61,41,0,0,266,0,99,0
"New Jersey","Middlesex",2019,362,285,74,3,0,0,0,115,61,40,0,20,247,0,95,0
"New Jersey","Monmouth",2019,240,217,23,0,0,0,0,100,50,37,0,0,240,0,0,0
"New Jersey","Morris",2019,364,336,28,0,0,0,0,87,50,36,0,11,335,0,18,0
"New Jersey","Ocean",2019,349,291,56,2,0,0,0,150,58,38,0,0,218,0,131,0
"New Jersey","Passaic",2019,277,242,34,1,0,0,0,122,54,39,0,0,224,0,53,0
"New Jersey","Union",2019,365,258,107,0,0,0,0,100,59,42,0,109,0,0,256,0
"New Jersey","Warren",2019,364,320,43,1,0,0,0,103,52,35,0,47,197,0,120,0
"New Mexico","Bernalillo",2019,365,164,197,4,0,0,0,108,77,51,0,1,248,0,67,49
"New Mexico","Catron",2019,51,51,0,0,0,0,0,30,18,9,0,0,0,0,51,0
"New Mexico","Chaves",2019,59,59,0,0,0,0,0,48,26,15,0,0,0,0,59,0
"New Mexico","Dona Ana",2019,365,170,171,17,3,2,2,630,87,51,0,8,263,0,23,71
"New Mexico","Eddy",2019,365,212,134,17,2,0,0,174,90,47,0,1,364,0,0,0
"New Mexico","Lea",2019,365,252,109,4,0,0,0,140,71,45,0,4,309,0,52,0
"New Mexico","Lincoln",2019,50,50,0,0,0,0,0,31,21,10,0,0,0,0,50,0
"New Mexico","Los Alamos",2019,57,57,0,0,0,0,0,32,15,8,0,0,0,0,57,0
"New Mexico","Luna",2019,361,349,10,1,0,0,1,617,29,12,0,0,0,0,0,361
"New Mexico","Rio Arriba",2019,358,315,43,0,0,0,0,90,54,43,0,0,354,0,4,0
"New Mexico","San Juan",2019,365,208,157,0,0,0,0,97,90,49,0,3,362,0,0,0
"New Mexico","Sandoval",2019,363,276,87,0,0,0,0,97,61,44,0,0,356,0,5,2
"New Mexico","Santa Fe",2019,362,274,87,1,0,0,0,101,67,44,0,0,352,0,10,0
"New Mexico","Socorro",2019,44,44,0,0,0,0,0,31,19,10,0,0,0,0,44,0
"New Mexico","Taos",2019,358,334,24,0,0,0,0,70,42,15,0,0,0,0,358,0
"New Mexico","Valencia",2019,357,270,87,0,0,0,0,93,67,44,0,0,357,0,0,0
"New York","Albany",2019,365,322,43,0,0,0,0,92,53,37,0,0,242,0,123,0
"New York","Bronx",2019,365,280,82,3,0,0,0,115,63,40,0,66,164,0,135,0
"New York","Chautauqua",2019,365,337,27,1,0,0,0,105,49,37,0,0,320,22,23,0
"New York","Dutchess",2019,365,353,12,0,0,0,0,90,45,33,0,0,331,34,0,0
"New York","Erie",2019,365,310,55,0,0,0,0,93,54,38,0,27,221,0,117,0
"New York","Essex",2019,365,332,33,0,0,0,0,80,50,42,0,0,362,1,2,0
"New York","Franklin",2019,356,356,0,0,0,0,0,1,0,0,0,0,0,356,0,0
"New York","Hamilton",2019,360,358,2,0,0,0,0,54,44,34,0,0,323,37,0,0
"New York","Herkimer",2019,222,222,0,0,0,0,0,45,36,27,0,0,185,37,0,0
"New York","Jefferson",2019,205,198,7,0,0,0,0,64,46,35,0,0,205,0,0,0
"New York","Kings",2019,365,335,30,0,0,0,0,75,46,27,0,0,0,0,365,0
"New York","Monroe",2019,365,321,44,0,0,0,0,90,52,36,0,3,235,0,127,0
"New York","Nassau",2019,363,344,19,0,0,0,0,68,42,22,0,0,0,14,349,0
